"tissue_type","sample_id","expression"
"Adipose - Subcutaneous","GTEX-SNMC-1326-SM-2XCFK.1",176053.121596458
"Adipose - Subcutaneous","GTEX-S95S-1326-SM-2XCDK.1",180116.876881097
"Adipose - Subcutaneous","GTEX-ZC5H-0126-SM-4WAYL.1",255079.694105798
"Adipose - Subcutaneous","GTEX-147GR-0426-SM-5S2OL.1",256672.405110729
"Adipose - Subcutaneous","GTEX-13CF3-2326-SM-5IFGL.1",248802.53896872
"Adipose - Subcutaneous","GTEX-13OVJ-0326-SM-5L3GL.1",426225.860473831
"Adipose - Visceral (Omentum)","GTEX-13FH7-1926-SM-5J2OL.1",277483.048167797
"Adipose - Subcutaneous","GTEX-11UD1-0226-SM-5EQKL.1",229994.495778145
"Adipose - Subcutaneous","GTEX-XLM4-0226-SM-5S2TL.1",674817.599456604
"Adipose - Subcutaneous","GTEX-Q734-1826-SM-2I3EL.1",196231.364695687
"Adipose - Visceral (Omentum)","GTEX-WFJO-1026-SM-3GIKL.1",134384.991041
"Adipose - Subcutaneous","GTEX-Y8E5-0226-SM-57WCM.1",495696.166953589
"Adipose - Visceral (Omentum)","GTEX-12WSI-1526-SM-5GCNM.1",502488.610945204
"Adipose - Subcutaneous","GTEX-ZYW4-0226-SM-5E44M.1",163908.700183864
"Adipose - Subcutaneous","GTEX-ZPU1-2426-SM-4WWFM.1",246928.76131586
"Adipose - Subcutaneous","GTEX-139TU-0226-SM-5J1NM.1",273747.203972409
"Adipose - Visceral (Omentum)","GTEX-13N1W-1226-SM-5K7UM.1",373338.486221879
"Adipose - Visceral (Omentum)","GTEX-ZPIC-0726-SM-57WFM.1",716719.95221867
"Adipose - Visceral (Omentum)","GTEX-12584-2126-SM-5FQUM.1",335581.866516764
"Adipose - Visceral (Omentum)","GTEX-ZDTT-0526-SM-5HL4M.1",207064.141751279
"Adipose - Visceral (Omentum)","GTEX-Y8E4-1226-SM-5IFIM.1",673365.421775638
"Adipose - Subcutaneous","GTEX-Y3IK-2526-SM-4WWDM.1",198023.164576233
"Adipose - Subcutaneous","GTEX-OOBJ-0226-SM-2YUMM.1",265666.537844453
"Adipose - Visceral (Omentum)","GTEX-13RTK-0726-SM-5Q5EN.1",163510.522432632
"Adipose - Subcutaneous","GTEX-Y8E4-0726-SM-4WWFN.1",280961.247935917
"Adipose - Visceral (Omentum)","GTEX-XBEC-1826-SM-4QASN.1",718956.77429177
"Adipose - Visceral (Omentum)","GTEX-ZTSS-1026-SM-5985N.1",145592.523627165
"Adipose - Subcutaneous","GTEX-13PVR-2426-SM-5RQHN.1",199463.631146869
"Adipose - Subcutaneous","GTEX-XQ3S-1626-SM-4WAYN.1",243438.85043741
"Adipose - Subcutaneous","GTEX-P4PP-0226-SM-2S1NN.1",28364.3092201571
"Adipose - Visceral (Omentum)","GTEX-VUSG-1426-SM-3GIJN.1",140521.612854115
"Adipose - Subcutaneous","GTEX-TMZS-0226-SM-3DB9N.1",249341.250043916
"Adipose - Subcutaneous","GTEX-T5JW-1726-SM-3GADN.1",479757.345793955
"Adipose - Subcutaneous","GTEX-SSA3-0226-SM-32QPN.1",282788.181147455
"Adipose - Subcutaneous","GTEX-ZE9C-2826-SM-5S2MO.1",101301.104357704
"Adipose - Visceral (Omentum)","GTEX-14DAQ-2526-SM-5RQIO.1",461523.147009568
"Adipose - Visceral (Omentum)","GTEX-ZF2S-1526-SM-5S2OO.1",74377.2617081825
"Adipose - Subcutaneous","GTEX-14C5O-0226-SM-5SI6O.1",562472.918057361
"Adipose - Subcutaneous","GTEX-YEC4-2426-SM-57WFO.1",280352.270198738
"Adipose - Subcutaneous","GTEX-Y3I4-2226-SM-4TT7O.1",750260.572204851
"Adipose - Visceral (Omentum)","GTEX-ZG7Y-1626-SM-5S2NO.1",394160.840389277
"Adipose - Subcutaneous","GTEX-ZLWG-2226-SM-5DUWO.1",295565.002517889
"Adipose - Subcutaneous","GTEX-ZZPU-2726-SM-5NQ8O.1",125859.302720491
"Adipose - Subcutaneous","GTEX-13OVI-1326-SM-5IJBO.1",368806.286524025
"Adipose - Visceral (Omentum)","GTEX-144GN-0726-SM-5O98O.1",388492.662989378
"Adipose - Subcutaneous","GTEX-T6MN-0226-SM-5S2SO.1",637869.046364286
"Adipose - Subcutaneous","GTEX-POYW-0726-SM-2XCEO.1",819929.967560224
"Adipose - Visceral (Omentum)","GTEX-ZF29-0826-SM-5S2NP.1",171368.67746431
"Adipose - Subcutaneous","GTEX-ZVT2-2226-SM-5NQ6P.1",244387.45037417
"Adipose - Visceral (Omentum)","GTEX-12BJ1-0826-SM-5EQ5P.1",164658.211245008
"Adipose - Subcutaneous","GTEX-ZDTT-2626-SM-5S2OP.1",117415.592172294
"Adipose - Visceral (Omentum)","GTEX-145LT-1526-SM-5O98P.1",372026.841864877
"Adipose - Subcutaneous","GTEX-12126-0426-SM-5Q5AP.1",96511.2602325825
"Adipose - Visceral (Omentum)","GTEX-147JS-1026-SM-5S2MP.1",413882.350185621
"Adipose - Subcutaneous","GTEX-TML8-2026-SM-32QOP.1",401609.106559393
"Adipose - Subcutaneous","GTEX-S4UY-0226-SM-3K2AP.1",651055.756596282
"Adipose - Visceral (Omentum)","GTEX-145MF-1026-SM-5Q5EQ.1",444448.348147888
"Adipose - Subcutaneous","GTEX-YFCO-2026-SM-4W21Q.1",684982.843223366
"Adipose - Subcutaneous","GTEX-QEG4-0326-SM-5S2UQ.1",220040.05199733
"Adipose - Visceral (Omentum)","GTEX-13JUV-0626-SM-5J1MQ.1",247619.716825352
"Adipose - Visceral (Omentum)","GTEX-1399S-1426-SM-5PNYQ.1",784199.369942264
"Adipose - Visceral (Omentum)","GTEX-133LE-0926-SM-5P9J1.1",124079.213950275
"Adipose - Visceral (Omentum)","GTEX-11XUK-1726-SM-5GU61.1",156565.834006722
"Adipose - Visceral (Omentum)","GTEX-131XE-2026-SM-5LZW1.1",662450.666947733
"Adipose - Subcutaneous","GTEX-ZAJG-0226-SM-5HL81.1",141013.47948799
"Adipose - Visceral (Omentum)","GTEX-11P82-0326-SM-5HL51.1",148930.19007132
"Adipose - Subcutaneous","GTEX-13U4I-0226-SM-5SIB1.1",265162.960100247
"Adipose - Subcutaneous","GTEX-ZE7O-0226-SM-5S2N1.1",303224.068673951
"Adipose - Visceral (Omentum)","GTEX-14BIL-2426-SM-5QGQR.1",639508.601810537
"Adipose - Visceral (Omentum)","GTEX-13NYS-0726-SM-5J1OR.1",969164.646500135
"Adipose - Subcutaneous","GTEX-W5WG-2526-SM-4SOJ2.1",235943.739825973
"Adipose - Visceral (Omentum)","GTEX-11ZUS-1826-SM-5FQTR.1",383234.374451042
"Adipose - Subcutaneous","GTEX-ZVP2-1826-SM-5GU62.1",260958.671491644
"Adipose - Visceral (Omentum)","GTEX-13O61-1926-SM-5KM1R.1",182482.521167832
"Adipose - Subcutaneous","GTEX-13VXU-0226-SM-5SI9R.1",135778.613170315
"Adipose - Visceral (Omentum)","GTEX-13PL7-1226-SM-5SIAR.1",518661.654311445
"Adipose - Visceral (Omentum)","GTEX-12696-1826-SM-5EGJS.1",435910.948717048
"Adipose - Subcutaneous","GTEX-14E6C-0226-SM-5S2N3.1",182763.587815761
"Adipose - Subcutaneous","GTEX-ZF3C-0226-SM-4WWB3.1",295389.335862933
"Adipose - Subcutaneous","GTEX-14BMU-2126-SM-5S2TS.1",149000.456733303
"Adipose - Subcutaneous","GTEX-X15G-2326-SM-4PQZS.1",308084.179461054
"Adipose - Visceral (Omentum)","GTEX-145ME-0726-SM-5O9A3.1",621063.603040204
"Adipose - Visceral (Omentum)","GTEX-Z9EW-0826-SM-5HL9T.1",315450.467858857
"Adipose - Subcutaneous","GTEX-ZVTK-0526-SM-5GZWT.1",99591.28224947
"Adipose - Subcutaneous","GTEX-ZVZQ-0426-SM-59HLT.1",609422.759371816
"Adipose - Subcutaneous","GTEX-1269C-2726-SM-5EGJ4.1",514457.365702842
"Adipose - Visceral (Omentum)","GTEX-WWTW-1326-SM-4MVNT.1",527749.475927812
"Adipose - Subcutaneous","GTEX-13O21-1526-SM-5K7W4.1",190094.742882573
"Adipose - Visceral (Omentum)","GTEX-ZYWO-1726-SM-5E44T.1",178547.588096827
"Adipose - Visceral (Omentum)","GTEX-14B4R-0526-SM-5QGQT.1",358617.620536603
"Adipose - Subcutaneous","GTEX-145LT-1826-SM-5QGP4.1",154422.700816264
"Adipose - Subcutaneous","GTEX-WVJS-0226-SM-4MVOU.1",596072.093595193
"Adipose - Subcutaneous","GTEX-12584-0226-SM-5EQL5.1",136118.235369895
"Adipose - Subcutaneous","GTEX-11P81-2426-SM-5GU65.1",292613.802714635
"Adipose - Visceral (Omentum)","GTEX-14ICL-0926-SM-5S2TU.1",149855.36778742
"Adipose - Visceral (Omentum)","GTEX-ZT9W-1026-SM-57WG5.1",155312.745201372
"Adipose - Visceral (Omentum)","GTEX-Y111-0926-SM-4SOIU.1",448921.992294089
"Adipose - Subcutaneous","GTEX-13112-2726-SM-5DUW5.1",120319.947534226
"Adipose - Subcutaneous","GTEX-12ZZX-0226-SM-5DUXU.1",197999.742355573
"Adipose - Visceral (Omentum)","GTEX-ZYVF-1026-SM-5E44V.1",342877.888252585
"Adipose - Subcutaneous","GTEX-11EMC-2826-SM-5PNY6.1",347574.043495063
"Adipose - Visceral (Omentum)","GTEX-12WSA-1626-SM-5EGJV.1",651945.800981391
"Adipose - Subcutaneous","GTEX-11ZUS-0726-SM-59886.1",167047.277752404
"Adipose - Visceral (Omentum)","GTEX-ZAB4-1426-SM-5CVN6.1",375938.352715221
"Adipose - Visceral (Omentum)","GTEX-146FR-0226-SM-5Q5F6.1",266615.137781213
"Adipose - Visceral (Omentum)","GTEX-ZDTS-1826-SM-5S2N6.1",354143.976390401
"Adipose - Visceral (Omentum)","GTEX-ZE9C-1326-SM-5S2OW.1",475717.012729977
"Adipose - Visceral (Omentum)","GTEX-ZDXO-2326-SM-5LU9W.1",373748.375083442
"Adipose - Visceral (Omentum)","GTEX-ZP4G-1326-SM-5EGIW.1",130438.346859666
"Adipose - Subcutaneous","GTEX-YB5E-2126-SM-5IFI7.1",211326.985911534
"Adipose - Subcutaneous","GTEX-111FC-1426-SM-5N9C7.1",708967.197179964
"Adipose - Subcutaneous","GTEX-Y111-0226-SM-4SOIW.1",254857.183009521
"Adipose - Subcutaneous","GTEX-XBEW-0726-SM-4QARX.1",197215.097963438
"Adipose - Subcutaneous","GTEX-13NZ9-0526-SM-5J1OX.1",484324.678822799
"Adipose - Subcutaneous","GTEX-13QBU-2526-SM-5LU4X.1",305671.690732998
"Adipose - Visceral (Omentum)","GTEX-11DYG-2026-SM-5EGGX.1",645247.045872419
"Adipose - Visceral (Omentum)","GTEX-Y5V5-0226-SM-5S2N8.1",282425.136727213
"Adipose - Subcutaneous","GTEX-Y114-2326-SM-4TT7X.1",430113.949103514
"Adipose - Subcutaneous","GTEX-13FTY-0626-SM-5L3F8.1",263113.515792432
"Adipose - Subcutaneous","GTEX-11O72-0226-SM-59869.1",150347.234421295
"Adipose - Visceral (Omentum)","GTEX-Y5V6-0626-SM-4WWFY.1",657930.17836021
"Adipose - Subcutaneous","GTEX-13NYS-0226-SM-5MR49.1",441356.61502067
"Adipose - Subcutaneous","GTEX-148VI-1726-SM-5S2W9.1",280539.647964024
"Adipose - Visceral (Omentum)","GTEX-139TU-1426-SM-5LZY9.1",508765.766082282
"Adipose - Visceral (Omentum)","GTEX-13113-1126-SM-5LZU9.1",333040.555575074
"Adipose - Visceral (Omentum)","GTEX-WYVS-0626-SM-4SOJY.1",745962.594713605
"Adipose - Visceral (Omentum)","GTEX-139T6-0526-SM-5IJC9.1",208633.430535549
"Adipose - Visceral (Omentum)","GTEX-WYBS-1026-SM-4ONCY.1",765063.415662439
"Adipose - Subcutaneous","GTEX-Y8LW-1926-SM-4WWFZ.1",364765.953460048
"Adipose - Visceral (Omentum)","GTEX-13X6K-0726-SM-5LU2Z.1",441087.259483071
"Adipose - Subcutaneous","GTEX-131XW-0526-SM-5PNXZ.1",391795.196102543
"Adipose - Subcutaneous","GTEX-13111-1726-SM-5EGJZ.1",416247.994472356
"Adipose - Subcutaneous","GTEX-Z93T-0226-SM-5HL5Z.1",125835.88049983
"Adipose - Visceral (Omentum)","GTEX-ZYFD-1026-SM-5E43Z.1",65429.9734157795
"Adipose - Subcutaneous","GTEX-PWN1-0226-SM-2S1OZ.1",115014.814554568
"Adipose - Subcutaneous","GTEX-SN8G-0226-SM-4DM6B.1",298914.380072374
"Adipose - Subcutaneous","GTEX-XYKS-2726-SM-4E3IC.1",1310648.91262341
"Adipose - Visceral (Omentum)","GTEX-XBED-1326-SM-4AT4F.1",541041.586152783
"Adipose - Subcutaneous","GTEX-VUSG-2426-SM-4KKZG.1",179179.988054667
"Adipose - Subcutaneous","GTEX-R55C-1626-SM-48FEG.1",139736.96846198
"Adipose - Subcutaneous","GTEX-XOTO-0226-SM-4B66H.1",164166.344611133
"Adipose - Subcutaneous","GTEX-OXRP-0226-SM-48TDH.1",74084.4839499232
"Adipose - Visceral (Omentum)","GTEX-XGQ4-1026-SM-4AT4L.1",488142.5007905
"Adipose - Subcutaneous","GTEX-X8HC-0226-SM-4E3K1.1",174343.299488224
"Adipose - Subcutaneous","GTEX-XK95-0426-SM-4AT4R.1",258698.427197883
"Adipose - Subcutaneous","GTEX-XBED-2326-SM-47JYR.1",218482.47432339
"Adipose - Subcutaneous","GTEX-XQ8I-0526-SM-4BOPS.1",553303.118668681
"Adipose - Visceral (Omentum)","GTEX-XUJ4-1726-SM-4BONW.1",399372.284486292
"Adipose - Subcutaneous","GTEX-X5EB-2426-SM-4E3HX.1",219922.940894026
"Adipose - Subcutaneous","GTEX-TKQ1-1126-SM-4GIAZ.1",278232.55922894
"Adipose - Subcutaneous","GTEX-X4XY-0326-SM-46MVZ.1",156917.167316633
"Adipose - Subcutaneous","GTEX-XAJ8-0926-SM-47JXZ.1",305179.824099123
"Adipose - Subcutaneous","GTEX-WFJO-1926-SM-3GILA.1",139865.790675614
"Adipose - Visceral (Omentum)","GTEX-WK11-2426-SM-3NMAA.1",563714.29575238
"Adipose - Subcutaneous","GTEX-145MG-0126-SM-5TDDA.1",123364.836220122
"Adipose - Subcutaneous","GTEX-14PKU-2126-SM-7LT8A.1",466207.591141716
"Adipose - Visceral (Omentum)","GTEX-15D1Q-1326-SM-69LOA.1",819976.812001546
"Adipose - Subcutaneous","GTEX-1F6I4-0226-SM-9MQMA.1",294909.180339388
"Adipose - Subcutaneous","GTEX-1GF9V-0226-SM-9MQKA.1",168124.699902798
"Adipose - Subcutaneous","GTEX-1H1DF-0226-SM-ARL9A.1",273466.137324479
"Adipose - Visceral (Omentum)","GTEX-1HCU8-1126-SM-CM2SA.1",448758.036749464
"Adipose - Subcutaneous","GTEX-1I1HK-0226-SM-COH4A.1",227710.829263722
"Adipose - Visceral (Omentum)","GTEX-1JMQJ-1926-SM-D4P3A.1",384182.974387802
"Adipose - Visceral (Omentum)","GTEX-1LBAC-1026-SM-CXKYA.1",149199.545608919
"Adipose - Visceral (Omentum)","GTEX-1LGRB-0526-SM-COH3A.1",699656.86446732
"Adipose - Subcutaneous","GTEX-1LH75-2526-SM-E9U5A.1",374006.01951071
"Adipose - Visceral (Omentum)","GTEX-1LVAO-2126-SM-DIPGA.1",1304172.66861071
"Adipose - Visceral (Omentum)","GTEX-1MCQQ-1426-SM-E6CJA.1",846385.365796531
"Adipose - Subcutaneous","GTEX-1PIGE-0526-SM-DTXFA.1",279169.44805537
"Adipose - Subcutaneous","GTEX-Q2AH-1726-SM-3NB2B.1",149304.945601892
"Adipose - Visceral (Omentum)","GTEX-14PHX-1626-SM-69LQB.1",153228.167562567
"Adipose - Visceral (Omentum)","GTEX-17EVQ-0626-SM-7KFTB.1",556148.918478961
"Adipose - Visceral (Omentum)","GTEX-17F96-0726-SM-793CB.1",831137.500146388
"Adipose - Subcutaneous","GTEX-17F96-1726-SM-7IGMB.1",166543.700008198
"Adipose - Visceral (Omentum)","GTEX-18465-1826-SM-731BB.1",397334.551288808
"Adipose - Visceral (Omentum)","GTEX-1A32A-0926-SM-718AB.1",297614.446825703
"Adipose - Visceral (Omentum)","GTEX-1BAJH-2126-SM-7EWFB.1",512560.165829322
"Adipose - Visceral (Omentum)","GTEX-1C2JI-0826-SM-7EPHB.1",430992.282378292
"Adipose - Subcutaneous","GTEX-1C64O-0226-SM-73KXB.1",368548.642096757
"Adipose - Visceral (Omentum)","GTEX-1F75I-1026-SM-7SB8B.1",281640.492335078
"Adipose - Subcutaneous","GTEX-1GPI7-0226-SM-9MQKB.1",144936.701448664
"Adipose - Visceral (Omentum)","GTEX-1HBPN-1526-SM-9WYSB.1",357645.598379182
"Adipose - Visceral (Omentum)","GTEX-1HCU7-2026-SM-A9G2B.1",426061.904929206
"Adipose - Visceral (Omentum)","GTEX-1HR9M-1426-SM-A9SMB.1",557015.540643408
"Adipose - Visceral (Omentum)","GTEX-1HT8W-0726-SM-A9SLB.1",674360.866153719
"Adipose - Visceral (Omentum)","GTEX-1I1GT-1326-SM-ACKWB.1",1318132.31212451
"Adipose - Subcutaneous","GTEX-1I1GU-2326-SM-CGQFB.1",566349.295576713
"Adipose - Subcutaneous","GTEX-1J8Q3-1526-SM-CMKGB.1",317663.867711298
"Adipose - Visceral (Omentum)","GTEX-1KD5A-1326-SM-CYPTB.1",416388.52779632
"Adipose - Visceral (Omentum)","GTEX-1LC47-1526-SM-CY8IB.1",596610.804670391
"Adipose - Subcutaneous","GTEX-1LG7Y-0426-SM-DKPQB.1",291630.069446884
"Adipose - Visceral (Omentum)","GTEX-1MJK3-0626-SM-E6CJB.1",192846.85381021
"Adipose - Subcutaneous","GTEX-1QPFJ-0126-SM-E9J4B.1",390249.329538933
"Adipose - Subcutaneous","GTEX-1R9PM-2126-SM-E8VOB.1",196055.698040731
"Adipose - Visceral (Omentum)","GTEX-1122O-0926-SM-9YFLC.1",162936.678026444
"Adipose - Subcutaneous","GTEX-13X6J-0226-SM-7EPGC.1",299874.691119465
"Adipose - Visceral (Omentum)","GTEX-14E7W-2326-SM-69LQC.1",576596.517115787
"Adipose - Subcutaneous","GTEX-15DCD-0226-SM-6LPKC.1",194181.920387872
"Adipose - Visceral (Omentum)","GTEX-15DZA-0626-SM-6PANC.1",220918.385272108
"Adipose - Subcutaneous","GTEX-15RIE-2326-SM-7KFSC.1",252233.894295518
"Adipose - Subcutaneous","GTEX-15SDE-2426-SM-7KFRC.1",433978.615512537
"Adipose - Visceral (Omentum)","GTEX-15SHU-2326-SM-7KUMC.1",401257.773249482
"Adipose - Subcutaneous","GTEX-16MTA-2126-SM-6PALC.1",212299.008068955
"Adipose - Visceral (Omentum)","GTEX-16XZZ-1626-SM-7KUEC.1",533768.986637623
"Adipose - Visceral (Omentum)","GTEX-1A3MW-0826-SM-72D6C.1",864022.297954068
"Adipose - Visceral (Omentum)","GTEX-1A8G6-2026-SM-73KYC.1",706261.930693648
"Adipose - Subcutaneous","GTEX-1GF9X-1926-SM-ADEIC.1",452669.547599808
"Adipose - Subcutaneous","GTEX-1GN2E-0326-SM-COH3C.1",368209.019897176
"Adipose - Visceral (Omentum)","GTEX-1H1DF-1426-SM-9YFMC.1",994659.733689351
"Adipose - Subcutaneous","GTEX-1HSKV-0326-SM-ADEJC.1",138495.59076696
"Adipose - Visceral (Omentum)","GTEX-1I4MK-0726-SM-ACKWC.1",609996.603778004
"Adipose - Visceral (Omentum)","GTEX-1I6K6-1526-SM-CGQFC.1",588213.938563515
"Adipose - Visceral (Omentum)","GTEX-1IE54-1426-SM-CL53C.1",1494454.78925857
"Adipose - Subcutaneous","GTEX-1LB8K-0326-SM-E9TJC.1",217393.341062666
"Adipose - Subcutaneous","GTEX-1NHNU-1126-SM-E9J2C.1",171099.321926712
"Adipose - Subcutaneous","GTEX-1QP2A-0226-SM-EVYBC.1",376453.641569757
"Adipose - Visceral (Omentum)","GTEX-1QP67-1126-SM-EAZ4C.1",285704.247619717
"Adipose - Visceral (Omentum)","GTEX-1S3DN-1626-SM-EVYCC.1",457143.191746009
"Adipose - Visceral (Omentum)","GTEX-WHPG-0626-SM-3NMBD.1",399255.173382988
"Adipose - Visceral (Omentum)","GTEX-15ER7-1026-SM-7KUMD.1",801227.324362623
"Adipose - Subcutaneous","GTEX-16YQH-0226-SM-6PALD.1",240874.117275059
"Adipose - Visceral (Omentum)","GTEX-1AX8Z-1626-SM-73KWD.1",222511.096277038
"Adipose - Visceral (Omentum)","GTEX-1C64N-1326-SM-7SB7D.1",269343.826488189
"Adipose - Visceral (Omentum)","GTEX-1C6VR-1126-SM-7EPHD.1",509210.788274837
"Adipose - Visceral (Omentum)","GTEX-1H4P4-0326-SM-9WYTD.1",581327.805689257
"Adipose - Subcutaneous","GTEX-1I6K6-0226-SM-ADEID.1",175139.65499069
"Adipose - Subcutaneous","GTEX-1KD5A-0326-SM-D5OVD.1",270702.315286512
"Adipose - Subcutaneous","GTEX-1KXAM-2326-SM-CYPTD.1",322149.222967829
"Adipose - Visceral (Omentum)","GTEX-1O9I2-1326-SM-E6CQD.1",218330.229889096
"Adipose - Visceral (Omentum)","GTEX-1OJC3-1326-SM-E9J3D.1",238250.828561056
"Adipose - Subcutaneous","GTEX-1PPGY-0326-SM-DTXFD.1",295248.802538969
"Adipose - Visceral (Omentum)","GTEX-1QP28-0926-SM-EVR4D.1",778941.081403927
"Adipose - Visceral (Omentum)","GTEX-1QP66-0626-SM-E76PD.1",572848.961810069
"Adipose - Visceral (Omentum)","GTEX-UTHO-1826-SM-3GAFE.1",448687.770087481
"Adipose - Subcutaneous","GTEX-S4Q7-1626-SM-3K2AE.1",147255.501294078
"Adipose - Subcutaneous","GTEX-OIZI-0226-SM-2XCEE.1",149023.878953964
"Adipose - Visceral (Omentum)","GTEX-14PJ3-0726-SM-69LQE.1",517525.676609399
"Adipose - Subcutaneous","GTEX-17EUY-0526-SM-7EWDE.1",184098.654393423
"Adipose - Visceral (Omentum)","GTEX-17HHY-1026-SM-7LG5E.1",657496.867277986
"Adipose - Visceral (Omentum)","GTEX-17MF6-1326-SM-79ONE.1",273958.003958355
"Adipose - Subcutaneous","GTEX-18A66-0326-SM-718BE.1",189228.120718125
"Adipose - Subcutaneous","GTEX-1A8G6-0526-SM-7PC1E.1",433030.015575777
"Adipose - Visceral (Omentum)","GTEX-1B97I-0526-SM-73KXE.1",147923.034582909
"Adipose - Visceral (Omentum)","GTEX-1CAMQ-1226-SM-7SB7E.1",442551.148274368
"Adipose - Visceral (Omentum)","GTEX-1EU9M-1126-SM-793DE.1",294171.380388575
"Adipose - Visceral (Omentum)","GTEX-1F6IF-2026-SM-7P8SE.1",273993.137289346
"Adipose - Subcutaneous","GTEX-1GZ4H-1826-SM-9MQLE.1",437527.081942639
"Adipose - Visceral (Omentum)","GTEX-1HBPI-1826-SM-ADEHE.1",305964.468491258
"Adipose - Subcutaneous","GTEX-1HR9M-0226-SM-COH3E.1",282319.73673424
"Adipose - Subcutaneous","GTEX-1IDJF-0226-SM-CMKGE.1",195868.320275445
"Adipose - Visceral (Omentum)","GTEX-1J1OQ-1526-SM-CJI4E.1",300940.402159529
"Adipose - Visceral (Omentum)","GTEX-1KANB-2426-SM-EV7BE.1",473831.523966787
"Adipose - Visceral (Omentum)","GTEX-1LG7Y-1126-SM-CYPTE.1",464474.346812821
"Adipose - Subcutaneous","GTEX-1PDJ9-0426-SM-E9J3E.1",113820.28130087
"Adipose - Subcutaneous","GTEX-1POEN-0226-SM-EYYXE.1",178852.076965417
"Adipose - Subcutaneous","GTEX-WFG8-2326-SM-3GILF.1",37850.3085877572
"Adipose - Subcutaneous","GTEX-OXRO-0226-SM-3LK6F.1",226059.56270714
"Adipose - Visceral (Omentum)","GTEX-WFON-1226-SM-3TW8F.1",423134.127346613
"Adipose - Visceral (Omentum)","GTEX-14E6E-0226-SM-7DUEF.1",417618.194381009
"Adipose - Visceral (Omentum)","GTEX-14PJ2-1426-SM-62LFF.1",529880.89800794
"Adipose - Subcutaneous","GTEX-16AAH-2026-SM-7LG5F.1",270444.670859244
"Adipose - Visceral (Omentum)","GTEX-16BQI-1126-SM-7KULF.1",169881.366452353
"Adipose - Visceral (Omentum)","GTEX-18QFQ-1326-SM-731CF.1",236857.206431742
"Adipose - Subcutaneous","GTEX-1AYD5-2326-SM-73KXF.1",258698.427197883
"Adipose - Subcutaneous","GTEX-1B8SF-0526-SM-7939F.1",129325.79137828
"Adipose - Subcutaneous","GTEX-1B996-0126-SM-7PBYF.1",160371.944864093
"Adipose - Visceral (Omentum)","GTEX-1CAMS-0926-SM-7SB7F.1",379147.196945743
"Adipose - Subcutaneous","GTEX-1EU9M-0326-SM-7RHGF.1",251343.84991041
"Adipose - Visceral (Omentum)","GTEX-1GTWX-1526-SM-9MQLF.1",463373.502441766
"Adipose - Subcutaneous","GTEX-1H3VY-0226-SM-9YFMF.1",571361.650798112
"Adipose - Subcutaneous","GTEX-1HCUA-2226-SM-ADEHF.1",258159.716122685
"Adipose - Subcutaneous","GTEX-1IDJU-2526-SM-CMKGF.1",365316.375645575
"Adipose - Visceral (Omentum)","GTEX-1KAFJ-0826-SM-CYPTF.1",711812.996990245
"Adipose - Visceral (Omentum)","GTEX-1KANA-1426-SM-CY8IF.1",310402.979306468
"Adipose - Subcutaneous","GTEX-1R7EV-1926-SM-EVYBF.1",179519.610254248
"Adipose - Subcutaneous","GTEX-1R9K5-0226-SM-EWRNF.1",249423.227816229
"Adipose - Visceral (Omentum)","GTEX-WRHK-0826-SM-3MJFG.1",404782.817458923
"Adipose - Subcutaneous","GTEX-1122O-2026-SM-9YFMG.1",260466.804857768
"Adipose - Subcutaneous","GTEX-17EVP-0426-SM-79OKG.1",228963.918069072
"Adipose - Visceral (Omentum)","GTEX-17F9Y-0726-SM-7LT9G.1",2523849.6761878
"Adipose - Subcutaneous","GTEX-17KNJ-2226-SM-731CG.1",194861.164787033
"Adipose - Subcutaneous","GTEX-17MF6-0226-SM-7LG4G.1",162924.966916113
"Adipose - Visceral (Omentum)","GTEX-18A66-1926-SM-7LTAG.1",168944.477625924
"Adipose - Visceral (Omentum)","GTEX-1AX9K-0926-SM-7939G.1",184590.521027298
"Adipose - Visceral (Omentum)","GTEX-1CB4F-1126-SM-79OLG.1",216187.096698638
"Adipose - Subcutaneous","GTEX-1CB4H-0326-SM-9WG5G.1",395671.573621895
"Adipose - Subcutaneous","GTEX-1GMR3-2026-SM-9MQLG.1",135872.302052958
"Adipose - Visceral (Omentum)","GTEX-1I1CD-1026-SM-COH3G.1",821382.14524119
"Adipose - Subcutaneous","GTEX-1IKK5-0526-SM-CMKGG.1",186136.387590907
"Adipose - Visceral (Omentum)","GTEX-1IL2U-2726-SM-C1YSG.1",709962.641558046
"Adipose - Visceral (Omentum)","GTEX-1K2DA-1126-SM-CGQGG.1",276792.092658305
"Adipose - Visceral (Omentum)","GTEX-1LG7Z-0226-SM-E6CIG.1",673892.421740505
"Adipose - Subcutaneous","GTEX-1MCC2-2326-SM-E9U5G.1",185328.320978112
"Adipose - Visceral (Omentum)","GTEX-11GSP-1026-SM-9WYSH.1",831746.477883567
"Adipose - Visceral (Omentum)","GTEX-14JG6-0526-SM-6LLIH.1",264261.204604808
"Adipose - Subcutaneous","GTEX-14JIY-0526-SM-62LFH.1",192027.076087084
"Adipose - Visceral (Omentum)","GTEX-14PHW-1626-SM-6EU2H.1",471114.546370141
"Adipose - Visceral (Omentum)","GTEX-15EU6-1726-SM-6M48H.1",259834.404899929
"Adipose - Visceral (Omentum)","GTEX-17F98-0326-SM-7DHLH.1",249036.761175327
"Adipose - Subcutaneous","GTEX-17HG3-2326-SM-79OKH.1",159364.789375681
